10687.4648437500,10505.4101562500,10785.2304687500,10528.3046875000,10636.2070312500,10407.8984375000,10919.8203125000,10536.5195312500,10626.6601562500,10689.7265625000,10709.3437500000,10574.4218750000,10650.2031250000,10479.1601562500,10756.1015625000,10672.6914062500
10779.3085937500,10903.1484375000,10991.1445312500,10917.2031250000,10823.3007812500,10679.7265625000,10772.1210937500,10838.8515625000,10853.6523437500,10690.6406250000,10948.5781250000,10832.5000000000,11023.1679687500,10849.9101562500,10978.1835937500,10585.0546875000
10810.7460937500,10643.5546875000,10768.6015625000,10621.4687500000,10599.6250000000,10522.4921875000,10853.6718750000,10680.2226562500,10607.9726562500,10746.9492187500,10775.6093750000,10801.1250000000,10576.0820312500,10676.5390625000,10676.6132812500,10530.1835937500
10821.5078125000,10839.5000000000,10907.4179687500,10796.1054687500,10984.1093750000,10771.3437500000,11113.1796875000,10754.6679687500,10942.5312500000,10670.0078125000,10887.8320312500,10935.5390625000,10868.4531250000,10800.8125000000,10960.8203125000,10932.5390625000
10733.8359375000,10779.5546875000,10599.7890625000,10670.5000000000,10773.3632812500,10595.9414062500,10603.4882812500,10650.3476562500,10903.1484375000,10624.3710937500,10731.4921875000,10631.8242187500,10833.7226562500,10682.4531250000,10692.5664062500,10703.6289062500
10833.9921875000,10935.7812500000,10892.0078125000,10878.7695312500,10854.9531250000,10647.4570312500,10935.6171875000,10916.8281250000,10848.4648437500,10705.9062500000,10930.7460937500,10935.1757812500,10925.8437500000,10883.0507812500,10971.6796875000,10816.4414062500
10583.4687500000,10592.9765625000,10600.1914062500,10705.8203125000,10614.8867187500,10588.3515625000,10745.5507812500,10685,10817.5156250000,10617.4140625000,10564.9140625000,10515.2382812500,10530.2187500000,10809.2187500000,10761.4687500000,10538.4218750000
10830.5507812500,10834.6718750000,11010.4257812500,10822.8828125000,10804.9140625000,10774.8007812500,10893.6054687500,10912.6132812500,10889.2382812500,10954.0390625000,10905.2578125000,10977.2890625000,11093.9257812500,10867.5507812500,10904.5273437500,10823.3203125000
10803.6406250000,10584.1718750000,10852.9101562500,10834.1367187500,10717.0664062500,10631.6523437500,10683.3242187500,10728.2851562500,10577.0039062500,10705.9179687500,10662.2343750000,10638.1718750000,10749.6875000000,10703.0820312500,10749.4140625000,10577.3554687500
10910.7265625000,10885.3085937500,10838.1210937500,10861.0820312500,10956.8515625000,10885.6484375000,10807.9687500000,10773.0117187500,10787.4882812500,10916.8203125000,10863.0742187500,10744.2773437500,10954.3164062500,10688.5820312500,11055.9062500000,10803.9453125000
10792.3242187500,10697.0781250000,10666.2734375000,10665.4023437500,10689.6367187500,10641.1718750000,10556.2500000000,10686.3359375000,10563.0234375000,10662.7187500000,10536.7187500000,10844.2929687500,10724.3906250000,10636.1015625000,10689.9101562500,10667.4414062500
10842.8867187500,10790.8437500000,10808.9218750000,10701.6757812500,10770.9843750000,10945.0429687500,10747.5585937500,10784.8164062500,10935.8398437500,10841.6562500000,11000.0234375000,10836.9687500000,10990.8476562500,10870.6679687500,11071.8085937500,10776.8789062500
