10537.7773437500,10689.4453125000,10546.6718750000,10633.6718750000,10580.1367187500,10768.4882812500,10599.7851562500,10642.6093750000,10531.2617187500,10780.0898437500,10719.1328125000,10850.5937500000,10674.8203125000,10616.7695312500,11512.7812500000,10763.2929687500
10936.7382812500,10930.2578125000,10827.3945312500,10839.7343750000,10827.6796875000,11055.5546875000,10713.3554687500,10943.9960937500,10880.4687500000,10858.1796875000,10784.4140625000,10888.3710937500,10854.3710937500,10879.7734375000,10713.1054687500,10817.9218750000
10571.9257812500,10544.8710937500,10644.5742187500,10697.8125000000,10671.7929687500,10728.2460937500,10565.4414062500,10630.9101562500,10687.5312500000,10849.1093750000,10670.7812500000,10823.9921875000,10505.8789062500,10737.5429687500,10572.1054687500,10635.5859375000
10738.5585937500,10893.3398437500,10748.3476562500,11094.9492187500,10995.0273437500,10807.2148437500,10805.4882812500,10828.0507812500,10699.6953125000,10990.5664062500,10793.6250000000,10823.6796875000,10870.9921875000,10970.2578125000,10626.6718750000,10915.0664062500
10647.5000000000,10689.5078125000,10700.4843750000,10769.0820312500,10689.9101562500,10729.4843750000,10600.1406250000,10923.6132812500,10367.7070312500,10723.4453125000,10623.3398437500,10682.2187500000,10672.5742187500,10914.3203125000,10506.5820312500,10710
10806.6054687500,10814.7265625000,10820.6953125000,10998.6210937500,10840.6328125000,10808.0078125000,10966.4492187500,10870.1093750000,10914.6210937500,11017.7929687500,10806.6328125000,10939.6992187500,10886.7031250000,10959.1562500000,10848.9648437500,10755.5468750000
10781.8437500000,10553.7890625000,10586.8515625000,10666.5273437500,10581.8906250000,10592.2226562500,10627.6289062500,10611.9218750000,10511.3242187500,10726.4023437500,10695.8828125000,10797.2500000000,10515.9843750000,10681.2304687500,10662.3515625000,10655.3984375000
10962.2890625000,10997.0546875000,10878.1796875000,10842.4218750000,10954.5351562500,10879.8359375000,10968.5898437500,10947.9257812500,10687.0234375000,10819.2812500000,11005.0468750000,10746.6484375000,10815.2812500000,10665.0468750000,10851.4492187500,10950.0703125000
10619.2304687500,10671.4843750000,10514.4960937500,10487.0078125000,10540.3710937500,10771.2382812500,10759.6054687500,10806.1601562500,10703.7187500000,10625.7734375000,10743.5742187500,10672.1640625000,10643.5625000000,10653.7109375000,10609.9531250000,10726.7734375000
11002.1835937500,10877.0195312500,10956.3203125000,10982.9414062500,10735.6367187500,10847.2539062500,10867.8125000000,10870.5859375000,10871.1015625000,10712.3007812500,10794.3085937500,10896.2500000000,10775.5585937500,10793.7656250000,10935.0039062500,10756.3554687500
10628.0390625000,10650.7695312500,10611.6835937500,10711.0664062500,10771.0937500000,10469.0898437500,10766.1054687500,10759.3867187500,10526.0390625000,10861.9375000000,10690.4726562500,10882.4765625000,10727.8007812500,10592.5546875000,10701.7695312500,10652.6601562500
10754.9648437500,10881.4414062500,10821.3710937500,10784.0507812500,10686.1562500000,10958.2226562500,10807.4101562500,10932.9960937500,10684.2929687500,10834.7148437500,10831.7382812500,10993.5937500000,10903.5429687500,10795.2460937500,10722.2578125000,10860.0703125000
10563.8203125000,10685.7656250000,10766.2890625000,10862.6406250000,10776.9570312500,10650.4453125000,10535.6406250000,10687.1718750000,10516.9921875000,10587.0546875000,10623.7265625000,10657.5937500000,10551.8125000000,10709.0078125000,10669.7421875000,10787.0742187500
10966.4921875000,11085.8515625000,10709.0039062500,11048.0234375000,10976.6132812500,10725.9726562500,10784.0468750000,10929.5351562500,10861.5390625000,10625.6445312500,10840.0664062500,10761.4335937500,10884.4648437500,10852.2773437500,10829.8554687500,10919.5742187500
10669.0312500000,10699.5195312500,10775.3359375000,10787.0625000000,10525.8554687500,10634.4531250000,10749.9687500000,10718.6953125000,10635.2851562500,10834.2031250000,10577.5195312500,10659.3242187500,10642.5390625000,10678.8671875000,10519.6875000000,10476.3203125000
10769.4687500000,11129.2304687500,10892.8320312500,10743.5781250000,10865.1054687500,10928.1445312500,11043.8554687500,10883.9296875000,10776.5937500000,10678.7578125000,10940.6171875000,10968.8476562500,10877.9765625000,10891.4218750000,10974.1992187500,10901.8046875000
10740.9023437500,10746.5507812500,10574.2539062500,10900.8242187500,10585.3125000000,10809.4023437500,10390.8984375000,10627.6132812500,10581.0976562500,10698.8945312500,10673.3828125000,10764.3476562500,10691.3945312500,10607.9921875000,10639.3906250000,10618.5546875000
10948.1562500000,10978.1132812500,10785.3828125000,11038.3007812500,10690.9335937500,10840.7968750000,10880.1992187500,10872.9335937500,10727.8281250000,10947.7734375000,10557.2812500000,10887.0351562500,10780.2929687500,10935.6054687500,10796.4140625000,10695.6015625000
10616.4179687500,10819.3867187500,10735.0039062500,10738.9609375000,10566.3476562500,10736.3359375000,10577.6875000000,10763.9492187500,10580.2382812500,10664.0273437500,10679.5468750000,10797.8710937500,10691.0312500000,10789.6132812500,10664.6640625000,10648.7539062500
10897.5156250000,11034.2187500000,10878.8281250000,10660.0273437500,10885.1210937500,10954.2304687500,10890.7460937500,10976.8867187500,10766.4062500000,11105.3750000000,10788.2617187500,10786.2265625000,10802.4804687500,10938.8710937500,10815.8789062500,10958.2343750000
10707.3632812500,10681.7187500000,10538.9687500000,10648.6250000000,10842.4882812500,10746.7929687500,10669.4414062500,10628.8242187500,10701.3398437500,10622.1484375000,10579.7109375000,10558.2500000000,10621.7421875000,10669.2695312500,10480.2031250000,10591.3710937500
10771.0429687500,11071.8515625000,11050.2539062500,11146.1250000000,10807.3281250000,10877.3750000000,10850.5156250000,10823.3242187500,10699.1523437500,10984.2968750000,10772.3710937500,10795.7148437500,10775.6796875000,10838.3476562500,10706.7539062500,10848.9140625000
10798.2226562500,10801.2187500000,10700.3007812500,10653.5234375000,10650.5234375000,10780.8281250000,10736.7070312500,10747.3125000000,10680.7031250000,10610.6718750000,10747.3945312500,10714.5468750000,10613.9531250000,10668.4765625000,10514.4453125000,10439.7968750000
10878.3906250000,11053.9023437500,10831.2031250000,10940.1289062500,10759.3515625000,10998.1093750000,10874.7031250000,10880.3164062500,10761.8203125000,10795.9140625000,10828.4140625000,10926.0195312500,10740.7109375000,10821.4570312500,10779.3476562500,10773.3906250000
10622.3554687500,10733.4023437500,10596.5429687500,10676.4414062500,10513.6523437500,10730.4101562500,10767.1054687500,10783.1992187500,10649.7500000000,10555.8906250000,10508.2109375000,10753.4609375000,10673.8203125000,10544.8671875000,10606.6093750000,10548.0429687500
10823.5898437500,10855.3593750000,10726.1289062500,11070.2460937500,10989.9804687500,10942.1132812500,10948.4687500000,11000.0351562500,10703,10950.2539062500,10796.1601562500,11048.6289062500,10733.9960937500,10900.0429687500,10676.8203125000,10771.4257812500
10571.7968750000,10669.8125000000,10542.1875000000,10692.0039062500,10582.1093750000,10752.9296875000,10865.0390625000,10767.9960937500,10651.6953125000,10475.0546875000,10709.3632812500,10704.1132812500,10722.6054687500,10777.4140625000,10560.1601562500,10762.6875000000
