10687.46484,10505.41016,10785.23047,10528.30469,10636.20703,10407.89844,10919.82031,10536.51953,10626.66016,10689.72656,10709.34375,10574.42188,10650.20313,10479.16016,10756.10156,10672.69141
10779.30859,10903.14844,10991.14453,10917.20313,10823.30078,10679.72656,10772.12109,10838.85156,10853.65234,10690.64063,10948.57813,10832.5,11023.16797,10849.91016,10978.18359,10585.05469
10810.74609,10643.55469,10768.60156,10621.46875,10599.625,10522.49219,10853.67188,10680.22266,10607.97266,10746.94922,10775.60938,10801.125,10576.08203,10676.53906,10676.61328,10530.18359
10821.50781,10839.5,10907.41797,10796.10547,10984.10938,10771.34375,11113.17969,10754.66797,10942.53125,10670.00781,10887.83203,10935.53906,10868.45313,10800.8125,10960.82031,10932.53906
10733.83594,10779.55469,10599.78906,10670.5,10773.36328,10595.94141,10603.48828,10650.34766,10903.14844,10624.37109,10731.49219,10631.82422,10833.72266,10682.45313,10692.56641,10703.62891
10833.99219,10935.78125,10892.00781,10878.76953,10854.95313,10647.45703,10935.61719,10916.82813,10848.46484,10705.90625,10930.74609,10935.17578,10925.84375,10883.05078,10971.67969,10816.44141
10583.46875,10592.97656,10600.19141,10705.82031,10614.88672,10588.35156,10745.55078,10685,10817.51563,10617.41406,10564.91406,10515.23828,10530.21875,10809.21875,10761.46875,10538.42188
10830.55078,10834.67188,11010.42578,10822.88281,10804.91406,10774.80078,10893.60547,10912.61328,10889.23828,10954.03906,10905.25781,10977.28906,11093.92578,10867.55078,10904.52734,10823.32031
10803.64063,10584.17188,10852.91016,10834.13672,10717.06641,10631.65234,10683.32422,10728.28516,10577.00391,10705.91797,10662.23438,10638.17188,10749.6875,10703.08203,10749.41406,10577.35547
10910.72656,10885.30859,10838.12109,10861.08203,10956.85156,10885.64844,10807.96875,10773.01172,10787.48828,10916.82031,10863.07422,10744.27734,10954.31641,10688.58203,11055.90625,10803.94531
10792.32422,10697.07813,10666.27344,10665.40234,10689.63672,10641.17188,10556.25,10686.33594,10563.02344,10662.71875,10536.71875,10844.29297,10724.39063,10636.10156,10689.91016,10667.44141
